"Tendências","Volume de pesquisa","Iniciado","Finalizada","Detalhamento da tendência","Acesse a página ""Explorar"""
"dodgers schedule","2 mil+","9 de julho de 2026 às 01:50:00 UTC-3","9 de julho de 2026 às 02:30:00 UTC-3","dodgers schedule,la dodgers donald trump visit,kike hernandez,nbc news","./explore?q=dodgers%20schedule&geo=US"
"wdc stock","100+","13 de julho de 2026 às 11:30:00 UTC-3","13 de julho de 2026 às 11:50:00 UTC-3","wdc stock","./explore?q=wdc%20stock&geo=US"
"tiempo mañana","500+","9 de julho de 2026 às 22:40:00 UTC-3","9 de julho de 2026 às 23:40:00 UTC-3","tiempo mañana","./explore?q=tiempo%20ma%C3%B1ana&geo=US"
"massachusetts beach swimming closures","200+","11 de julho de 2026 às 09:00:00 UTC-3","11 de julho de 2026 às 10:40:00 UTC-3","massachusetts beach swimming closures","./explore?q=massachusetts%20beach%20swimming%20closures&geo=US"
"housing market","100+","13 de julho de 2026 às 05:40:00 UTC-3","13 de julho de 2026 às 06:10:00 UTC-3","housing market","./explore?q=housing%20market&geo=US"
"погода завтра","1 mil+","8 de julho de 2026 às 22:00:00 UTC-3","8 de julho de 2026 às 23:30:00 UTC-3","погода завтра","./explore?q=%D0%BF%D0%BE%D0%B3%D0%BE%D0%B4%D0%B0%20%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0&geo=US"
"bastille day 2026","200+","12 de julho de 2026 às 09:40:00 UTC-3","12 de julho de 2026 às 12:50:00 UTC-3","bastille day 2026","./explore?q=bastille%20day%202026&geo=US"
"jaylin sellers","500+","10 de julho de 2026 às 23:00:00 UTC-3","11 de julho de 2026 às 00:10:00 UTC-3","jaylin sellers","./explore?q=jaylin%20sellers&geo=US"
"greg jones","1 mil+","8 de julho de 2026 às 21:10:00 UTC-3","8 de julho de 2026 às 22:40:00 UTC-3","greg jones","./explore?q=greg%20jones&geo=US"
"simeone","1 mil+","7 de julho de 2026 às 14:50:00 UTC-3","7 de julho de 2026 às 16:00:00 UTC-3","simeone","./explore?q=simeone&geo=US"
"ldu quito vs libertad loja","200+","12 de julho de 2026 às 13:50:00 UTC-3","12 de julho de 2026 às 14:20:00 UTC-3","ldu quito vs libertad loja","./explore?q=ldu%20quito%20vs%20libertad%20loja&geo=US"
"cuándo juega españa","500+","9 de julho de 2026 às 19:00:00 UTC-3","9 de julho de 2026 às 20:30:00 UTC-3","cuándo juega españa","./explore?q=cu%C3%A1ndo%20juega%20espa%C3%B1a&geo=US"
"forex factory","1 mil+","8 de julho de 2026 às 10:20:00 UTC-3","8 de julho de 2026 às 11:30:00 UTC-3","forex factory,fomc minutes,fed minutes,fomc","./explore?q=forex%20factory&geo=US"
"sunny hostin","1 mil+","7 de julho de 2026 às 11:00:00 UTC-3","8 de julho de 2026 às 00:30:00 UTC-3","sunny hostin","./explore?q=sunny%20hostin&geo=US"
"texas rangers","2 mil+","7 de julho de 2026 às 23:50:00 UTC-3","8 de julho de 2026 às 00:40:00 UTC-3","texas rangers,rangers","./explore?q=texas%20rangers&geo=US"
"larry selders","1 mil+","7 de julho de 2026 às 23:10:00 UTC-3","8 de julho de 2026 às 01:10:00 UTC-3","larry selders","./explore?q=larry%20selders&geo=US"
"grant enfinger","200+","11 de julho de 2026 às 17:10:00 UTC-3","11 de julho de 2026 às 18:10:00 UTC-3","grant enfinger","./explore?q=grant%20enfinger&geo=US"
"anthony volpe","200+","11 de julho de 2026 às 01:00:00 UTC-3","11 de julho de 2026 às 08:30:00 UTC-3","anthony volpe","./explore?q=anthony%20volpe&geo=US"
"masataka yoshida","500+","10 de julho de 2026 às 21:30:00 UTC-3","10 de julho de 2026 às 22:30:00 UTC-3","masataka yoshida","./explore?q=masataka%20yoshida&geo=US"
"atlanta braves schedule","500+","10 de julho de 2026 às 21:10:00 UTC-3","10 de julho de 2026 às 22:20:00 UTC-3","atlanta braves schedule","./explore?q=atlanta%20braves%20schedule&geo=US"
"bobby flay","500+","9 de julho de 2026 às 20:30:00 UTC-3","9 de julho de 2026 às 22:30:00 UTC-3","bobby flay","./explore?q=bobby%20flay&geo=US"
"parlay","200+","12 de julho de 2026 às 00:50:00 UTC-3","12 de julho de 2026 às 01:50:00 UTC-3","parlay","./explore?q=parlay&geo=US"
"tielemans belgium","500+","10 de julho de 2026 às 16:00:00 UTC-3","10 de julho de 2026 às 17:10:00 UTC-3","tielemans belgium","./explore?q=tielemans%20belgium&geo=US"
"bowling","500+","10 de julho de 2026 às 21:40:00 UTC-3","10 de julho de 2026 às 22:50:00 UTC-3","bowling","./explore?q=bowling&geo=US"
"nio stock","100+","13 de julho de 2026 às 11:40:00 UTC-3","13 de julho de 2026 às 12:00:00 UTC-3","nio stock","./explore?q=nio%20stock&geo=US"
"minka kelly","200+","10 de julho de 2026 às 07:30:00 UTC-3","10 de julho de 2026 às 10:00:00 UTC-3","minka kelly","./explore?q=minka%20kelly&geo=US"
"gev stock","100+","13 de julho de 2026 às 11:50:00 UTC-3","13 de julho de 2026 às 12:10:00 UTC-3","gev stock","./explore?q=gev%20stock&geo=US"
"warren zaïre-emery","500+","9 de julho de 2026 às 18:30:00 UTC-3","9 de julho de 2026 às 19:50:00 UTC-3","warren zaïre-emery","./explore?q=warren%20za%C3%AFre-emery&geo=US"
"billboard","100+","13 de julho de 2026 às 05:00:00 UTC-3","13 de julho de 2026 às 06:30:00 UTC-3","billboard","./explore?q=billboard&geo=US"
"alaska air group expansion","500+","10 de julho de 2026 às 01:30:00 UTC-3","10 de julho de 2026 às 04:10:00 UTC-3","alaska air group expansion","./explore?q=alaska%20air%20group%20expansion&geo=US"
"brittney griner","1 mil+","8 de julho de 2026 às 21:00:00 UTC-3","8 de julho de 2026 às 23:00:00 UTC-3","brittney griner","./explore?q=brittney%20griner&geo=US"
"jordan 7 miro","500+","10 de julho de 2026 às 11:10:00 UTC-3","10 de julho de 2026 às 12:40:00 UTC-3","jordan 7 miro","./explore?q=jordan%207%20miro&geo=US"
"maxime raynaud","500+","10 de julho de 2026 às 00:30:00 UTC-3","10 de julho de 2026 às 01:40:00 UTC-3","maxime raynaud","./explore?q=maxime%20raynaud&geo=US"
"baseball games today","500+","10 de julho de 2026 às 20:20:00 UTC-3","10 de julho de 2026 às 21:30:00 UTC-3","baseball games today","./explore?q=baseball%20games%20today&geo=US"
"2018 world cup","1 mil+","9 de julho de 2026 às 19:00:00 UTC-3","9 de julho de 2026 às 19:50:00 UTC-3","2018 world cup,previous world cup winners,france goalkeeper","./explore?q=2018%20world%20cup&geo=US"
"hugo gonzalez","500+","11 de julho de 2026 às 00:00:00 UTC-3","11 de julho de 2026 às 01:10:00 UTC-3","hugo gonzalez","./explore?q=hugo%20gonzalez&geo=US"
"brandon marsh","1 mil+","8 de julho de 2026 às 20:40:00 UTC-3","8 de julho de 2026 às 21:50:00 UTC-3","brandon marsh","./explore?q=brandon%20marsh&geo=US"
"kristen stewart","500+","10 de julho de 2026 às 02:10:00 UTC-3","10 de julho de 2026 às 04:30:00 UTC-3","kristen stewart","./explore?q=kristen%20stewart&geo=US"
"dortmund","200+","11 de julho de 2026 às 20:40:00 UTC-3","11 de julho de 2026 às 21:30:00 UTC-3","dortmund","./explore?q=dortmund&geo=US"
"mel b","2 mil+","10 de julho de 2026 às 22:40:00 UTC-3","10 de julho de 2026 às 23:30:00 UTC-3","mel b,c","./explore?q=mel%20b&geo=US"
"smr stock","100+","13 de julho de 2026 às 11:50:00 UTC-3","13 de julho de 2026 às 12:10:00 UTC-3","smr stock","./explore?q=smr%20stock&geo=US"
"val kilmer","500+","12 de julho de 2026 às 02:00:00 UTC-3","12 de julho de 2026 às 02:20:00 UTC-3","val kilmer","./explore?q=val%20kilmer&geo=US"
"jimmy tatro","1 mil+","8 de julho de 2026 às 19:30:00 UTC-3","8 de julho de 2026 às 21:00:00 UTC-3","jimmy tatro","./explore?q=jimmy%20tatro&geo=US"
"jesse white tumblers","500+","10 de julho de 2026 às 22:10:00 UTC-3","10 de julho de 2026 às 23:20:00 UTC-3","jesse white tumblers","./explore?q=jesse%20white%20tumblers&geo=US"
"jung hoo lee","500+","10 de julho de 2026 às 01:20:00 UTC-3","10 de julho de 2026 às 03:00:00 UTC-3","jung hoo lee","./explore?q=jung%20hoo%20lee&geo=US"
"spain vs france","1 mil+","9 de julho de 2026 às 19:00:00 UTC-3","9 de julho de 2026 às 20:10:00 UTC-3","spain vs france,france vs spain","./explore?q=spain%20vs%20france&geo=US"
"bitcoin price","1 mil+","7 de julho de 2026 às 04:40:00 UTC-3","7 de julho de 2026 às 05:50:00 UTC-3","bitcoin price","./explore?q=bitcoin%20price&geo=US"
"julie chen moonves","500+","9 de julho de 2026 às 21:10:00 UTC-3","9 de julho de 2026 às 22:30:00 UTC-3","julie chen moonves","./explore?q=julie%20chen%20moonves&geo=US"
"stranger things season 5","500+","10 de julho de 2026 às 04:50:00 UTC-3","10 de julho de 2026 às 08:30:00 UTC-3","stranger things season 5,stranger things cast","./explore?q=stranger%20things%20season%205&geo=US"
"ryan garcia","200+","12 de julho de 2026 às 01:30:00 UTC-3","12 de julho de 2026 às 02:10:00 UTC-3","ryan garcia","./explore?q=ryan%20garcia&geo=US"
"suns summer league","200+","11 de julho de 2026 às 01:20:00 UTC-3","11 de julho de 2026 às 02:50:00 UTC-3","suns summer league","./explore?q=suns%20summer%20league&geo=US"
"sri lanka vs west indies","1 mil+","7 de julho de 2026 às 18:50:00 UTC-3","7 de julho de 2026 às 19:40:00 UTC-3","sri lanka vs west indies","./explore?q=sri%20lanka%20vs%20west%20indies&geo=US"
"florida python challenge","500+","10 de julho de 2026 às 17:40:00 UTC-3","10 de julho de 2026 às 18:40:00 UTC-3","florida python challenge","./explore?q=florida%20python%20challenge&geo=US"
"club de fútbol cruz azul","1 mil+","7 de julho de 2026 às 20:30:00 UTC-3","7 de julho de 2026 às 22:30:00 UTC-3","club de fútbol cruz azul","./explore?q=club%20de%20f%C3%BAtbol%20cruz%20azul&geo=US"
"antifa","500+","12 de julho de 2026 às 10:00:00 UTC-3","12 de julho de 2026 às 10:50:00 UTC-3","antifa","./explore?q=antifa&geo=US"
"argentina fc","500+","7 de julho de 2026 às 14:00:00 UTC-3","7 de julho de 2026 às 16:10:00 UTC-3","argentina fc","./explore?q=argentina%20fc&geo=US"
"climate change","1 mil+","7 de julho de 2026 às 04:40:00 UTC-3","7 de julho de 2026 às 05:50:00 UTC-3","climate change","./explore?q=climate%20change&geo=US"
"state of origin game 3","500+","8 de julho de 2026 às 07:40:00 UTC-3","8 de julho de 2026 às 10:10:00 UTC-3","state of origin game 3","./explore?q=state%20of%20origin%20game%203&geo=US"
"anthony gordon england","200+","11 de julho de 2026 às 18:40:00 UTC-3","11 de julho de 2026 às 19:50:00 UTC-3","anthony gordon england","./explore?q=anthony%20gordon%20england&geo=US"
"wnba scores","1 mil+","10 de julho de 2026 às 01:40:00 UTC-3","10 de julho de 2026 às 02:20:00 UTC-3","wnba scores","./explore?q=wnba%20scores&geo=US"
"alan rangel","500+","8 de julho de 2026 às 21:10:00 UTC-3","8 de julho de 2026 às 22:20:00 UTC-3","alan rangel","./explore?q=alan%20rangel&geo=US"
"buddy kennedy","500+","10 de julho de 2026 às 20:40:00 UTC-3","10 de julho de 2026 às 21:40:00 UTC-3","buddy kennedy","./explore?q=buddy%20kennedy&geo=US"
"lithuania","500+","10 de julho de 2026 às 09:30:00 UTC-3","10 de julho de 2026 às 11:10:00 UTC-3","lithuania","./explore?q=lithuania&geo=US"
"eric karros","1 mil+","8 de julho de 2026 às 23:40:00 UTC-3","9 de julho de 2026 às 00:50:00 UTC-3","eric karros,dodger game today","./explore?q=eric%20karros&geo=US"
"pediatrician","500+","7 de julho de 2026 às 04:50:00 UTC-3","7 de julho de 2026 às 06:40:00 UTC-3","pediatrician","./explore?q=pediatrician&geo=US"
"alysha clark","500+","10 de julho de 2026 às 22:20:00 UTC-3","10 de julho de 2026 às 23:20:00 UTC-3","alysha clark","./explore?q=alysha%20clark&geo=US"
"artificial intelligence","1 mil+","7 de julho de 2026 às 04:40:00 UTC-3","7 de julho de 2026 às 05:50:00 UTC-3","artificial intelligence","./explore?q=artificial%20intelligence&geo=US"
"de","500+","10 de julho de 2026 às 18:40:00 UTC-3","10 de julho de 2026 às 19:40:00 UTC-3","de,john deere","./explore?q=de&geo=US"
"clippers investigation","1 mil+","9 de julho de 2026 às 16:10:00 UTC-3","9 de julho de 2026 às 17:30:00 UTC-3","clippers investigation,clippers","./explore?q=clippers%20investigation&geo=US"
"nate bittle","500+","10 de julho de 2026 às 23:00:00 UTC-3","11 de julho de 2026 às 00:10:00 UTC-3","nate bittle","./explore?q=nate%20bittle&geo=US"
"sp500","1 mil+","8 de julho de 2026 às 11:10:00 UTC-3","8 de julho de 2026 às 13:20:00 UTC-3","sp500","./explore?q=sp500&geo=US"
"dbacks - padres","500+","8 de julho de 2026 às 23:40:00 UTC-3","9 de julho de 2026 às 03:10:00 UTC-3","dbacks - padres","./explore?q=dbacks%20-%20padres&geo=US"
"climate change","500+","8 de julho de 2026 às 06:50:00 UTC-3","8 de julho de 2026 às 08:00:00 UTC-3","climate change","./explore?q=climate%20change&geo=US"
"lara trump","500+","10 de julho de 2026 às 11:10:00 UTC-3","10 de julho de 2026 às 12:10:00 UTC-3","lara trump,brad gerstner","./explore?q=lara%20trump&geo=US"
"nasdaq composite","500+","9 de julho de 2026 às 18:20:00 UTC-3","9 de julho de 2026 às 19:20:00 UTC-3","nasdaq composite","./explore?q=nasdaq%20composite&geo=US"
"how many world cup goals does messi have","500+","9 de julho de 2026 às 18:20:00 UTC-3","9 de julho de 2026 às 19:30:00 UTC-3","how many world cup goals does messi have","./explore?q=how%20many%20world%20cup%20goals%20does%20messi%20have&geo=US"
"dylan dreyer","1 mil+","10 de julho de 2026 às 12:50:00 UTC-3","10 de julho de 2026 às 13:50:00 UTC-3","dylan dreyer","./explore?q=dylan%20dreyer&geo=US"
"uragasaurus kalasinensis dinosaur discovery thailand","200+","10 de julho de 2026 às 20:20:00 UTC-3","10 de julho de 2026 às 21:30:00 UTC-3","uragasaurus kalasinensis dinosaur discovery thailand","./explore?q=uragasaurus%20kalasinensis%20dinosaur%20discovery%20thailand&geo=US"
"xero","200+","11 de julho de 2026 às 06:20:00 UTC-3","11 de julho de 2026 às 08:30:00 UTC-3","xero","./explore?q=xero&geo=US"
"kyrie irving","500+","9 de julho de 2026 às 21:40:00 UTC-3","9 de julho de 2026 às 22:40:00 UTC-3","kyrie irving","./explore?q=kyrie%20irving&geo=US"
"brett harris","500+","9 de julho de 2026 às 15:40:00 UTC-3","9 de julho de 2026 às 16:50:00 UTC-3","brett harris","./explore?q=brett%20harris&geo=US"
"david cronenberg","500+","7 de julho de 2026 às 13:00:00 UTC-3","7 de julho de 2026 às 15:40:00 UTC-3","david cronenberg","./explore?q=david%20cronenberg&geo=US"
"jefferson lerma","500+","7 de julho de 2026 às 18:10:00 UTC-3","7 de julho de 2026 às 19:50:00 UTC-3","jefferson lerma","./explore?q=jefferson%20lerma&geo=US"
"louis vuitton","1 mil+","9 de julho de 2026 às 08:00:00 UTC-3","9 de julho de 2026 às 09:00:00 UTC-3","louis vuitton,lingerie","./explore?q=louis%20vuitton&geo=US"
"parker messick","200+","10 de julho de 2026 às 21:20:00 UTC-3","10 de julho de 2026 às 22:30:00 UTC-3","parker messick","./explore?q=parker%20messick&geo=US"
"fox hollow murders","500+","8 de julho de 2026 às 14:50:00 UTC-3","8 de julho de 2026 às 23:00:00 UTC-3","fox hollow murders","./explore?q=fox%20hollow%20murders&geo=US"
"bo derek","500+","8 de julho de 2026 às 06:50:00 UTC-3","8 de julho de 2026 às 09:20:00 UTC-3","bo derek","./explore?q=bo%20derek&geo=US"
"mark clattenburg","500+","11 de julho de 2026 às 19:10:00 UTC-3","11 de julho de 2026 às 19:40:00 UTC-3","mark clattenburg","./explore?q=mark%20clattenburg&geo=US"
"kate at wimbledon today","200+","11 de julho de 2026 às 17:50:00 UTC-3","11 de julho de 2026 às 18:40:00 UTC-3","kate at wimbledon today","./explore?q=kate%20at%20wimbledon%20today&geo=US"
"tv guide","500+","9 de julho de 2026 às 21:20:00 UTC-3","9 de julho de 2026 às 22:20:00 UTC-3","tv guide","./explore?q=tv%20guide&geo=US"
"wwe raw results","500+","7 de julho de 2026 às 06:40:00 UTC-3","7 de julho de 2026 às 08:50:00 UTC-3","wwe raw results","./explore?q=wwe%20raw%20results&geo=US"
"payton tolle","1 mil+","7 de julho de 2026 às 22:30:00 UTC-3","7 de julho de 2026 às 23:30:00 UTC-3","payton tolle,andruw monasterio","./explore?q=payton%20tolle&geo=US"
"7-eleven","2 mil+","8 de julho de 2026 às 16:10:00 UTC-3","8 de julho de 2026 às 17:00:00 UTC-3","7-eleven,seven eleven,7 11,nike shoes,shoes,7 eleven,711","./explore?q=7-eleven&geo=US"
"tour de france stage 5","1 mil+","8 de julho de 2026 às 13:00:00 UTC-3","8 de julho de 2026 às 15:10:00 UTC-3","tour de france stage 5,de,olav kooij","./explore?q=tour%20de%20france%20stage%205&geo=US"
"kyle schwarber","1 mil+","8 de julho de 2026 às 23:40:00 UTC-3","9 de julho de 2026 às 00:20:00 UTC-3","kyle schwarber","./explore?q=kyle%20schwarber&geo=US"
"eric dillon multiple myeloma","500+","7 de julho de 2026 às 07:30:00 UTC-3","7 de julho de 2026 às 09:40:00 UTC-3","eric dillon multiple myeloma","./explore?q=eric%20dillon%20multiple%20myeloma&geo=US"
"allan saint maximin","100+","13 de julho de 2026 às 10:50:00 UTC-3","13 de julho de 2026 às 11:10:00 UTC-3","allan saint maximin","./explore?q=allan%20saint%20maximin&geo=US"
"sndk","1 mil+","7 de julho de 2026 às 11:10:00 UTC-3","7 de julho de 2026 às 13:20:00 UTC-3","sndk,sandisk stock","./explore?q=sndk&geo=US"
"manel kape","200+","11 de julho de 2026 às 23:10:00 UTC-3","11 de julho de 2026 às 23:50:00 UTC-3","manel kape","./explore?q=manel%20kape&geo=US"
"julian alvarez","1 mil+","7 de julho de 2026 às 14:10:00 UTC-3","7 de julho de 2026 às 14:50:00 UTC-3","julian alvarez","./explore?q=julian%20alvarez&geo=US"
"marketwatch","500+","8 de julho de 2026 às 08:20:00 UTC-3","8 de julho de 2026 às 09:50:00 UTC-3","marketwatch","./explore?q=marketwatch&geo=US"
"kate martin","500+","8 de julho de 2026 às 23:40:00 UTC-3","9 de julho de 2026 às 01:00:00 UTC-3","kate martin","./explore?q=kate%20martin&geo=US"
"steve gleason","500+","9 de julho de 2026 às 08:20:00 UTC-3","9 de julho de 2026 às 09:40:00 UTC-3","steve gleason","./explore?q=steve%20gleason&geo=US"
"landon dickerson","500+","9 de julho de 2026 às 21:10:00 UTC-3","9 de julho de 2026 às 22:30:00 UTC-3","landon dickerson","./explore?q=landon%20dickerson&geo=US"
"pilot jumps out of plane","500+","9 de julho de 2026 às 19:30:00 UTC-3","9 de julho de 2026 às 20:50:00 UTC-3","pilot jumps out of plane","./explore?q=pilot%20jumps%20out%20of%20plane&geo=US"
"new trial","500+","8 de julho de 2026 às 16:10:00 UTC-3","8 de julho de 2026 às 17:40:00 UTC-3","new trial","./explore?q=new%20trial&geo=US"
"scotland","200+","12 de julho de 2026 às 00:30:00 UTC-3","12 de julho de 2026 às 01:00:00 UTC-3","scotland","./explore?q=scotland&geo=US"
"christian horner","500+","9 de julho de 2026 às 09:20:00 UTC-3","9 de julho de 2026 às 13:00:00 UTC-3","christian horner","./explore?q=christian%20horner&geo=US"
"xzavion curry","500+","8 de julho de 2026 às 23:00:00 UTC-3","9 de julho de 2026 às 00:10:00 UTC-3","xzavion curry","./explore?q=xzavion%20curry&geo=US"
"jesse bisiwu","200+","11 de julho de 2026 às 13:10:00 UTC-3","11 de julho de 2026 às 14:10:00 UTC-3","jesse bisiwu","./explore?q=jesse%20bisiwu&geo=US"
"kyra sedgwick","200+","11 de julho de 2026 às 20:40:00 UTC-3","11 de julho de 2026 às 21:20:00 UTC-3","kyra sedgwick","./explore?q=kyra%20sedgwick&geo=US"
"fidelity trading","200+","9 de julho de 2026 às 02:40:00 UTC-3","9 de julho de 2026 às 08:30:00 UTC-3","fidelity trading","./explore?q=fidelity%20trading&geo=US"
"pep guardiola","500+","10 de julho de 2026 às 16:20:00 UTC-3","10 de julho de 2026 às 17:20:00 UTC-3","pep guardiola","./explore?q=pep%20guardiola&geo=US"
"bill ward public appearance wheelchair","500+","9 de julho de 2026 às 14:00:00 UTC-3","9 de julho de 2026 às 20:10:00 UTC-3","bill ward public appearance wheelchair","./explore?q=bill%20ward%20public%20appearance%20wheelchair&geo=US"
"bobby dickerson phillies","500+","7 de julho de 2026 às 22:40:00 UTC-3","7 de julho de 2026 às 23:50:00 UTC-3","bobby dickerson phillies","./explore?q=bobby%20dickerson%20phillies&geo=US"
"publix organic blueberry recall","500+","7 de julho de 2026 às 07:50:00 UTC-3","7 de julho de 2026 às 10:10:00 UTC-3","publix organic blueberry recall,publix","./explore?q=publix%20organic%20blueberry%20recall&geo=US"
"noa essengue","200+","10 de julho de 2026 às 22:40:00 UTC-3","10 de julho de 2026 às 23:50:00 UTC-3","noa essengue","./explore?q=noa%20essengue&geo=US"
"benedict cumberbatch","200+","10 de julho de 2026 às 10:50:00 UTC-3","10 de julho de 2026 às 11:50:00 UTC-3","benedict cumberbatch","./explore?q=benedict%20cumberbatch&geo=US"
"walmart kroger target food recalls","500+","8 de julho de 2026 às 08:20:00 UTC-3","8 de julho de 2026 às 11:00:00 UTC-3","walmart kroger target food recalls","./explore?q=walmart%20kroger%20target%20food%20recalls&geo=US"
"vaibhav sooryavanshi","500+","9 de julho de 2026 às 14:00:00 UTC-3","9 de julho de 2026 às 15:00:00 UTC-3","vaibhav sooryavanshi","./explore?q=vaibhav%20sooryavanshi&geo=US"
"luis de la fuente","500+","10 de julho de 2026 às 16:20:00 UTC-3","10 de julho de 2026 às 17:10:00 UTC-3","luis de la fuente","./explore?q=luis%20de%20la%20fuente&geo=US"
"tim bontemps","500+","8 de julho de 2026 às 10:30:00 UTC-3","8 de julho de 2026 às 12:10:00 UTC-3","tim bontemps","./explore?q=tim%20bontemps&geo=US"
"阿根廷","1 mil+","7 de julho de 2026 às 14:50:00 UTC-3","7 de julho de 2026 às 16:10:00 UTC-3","阿根廷","./explore?q=%E9%98%BF%E6%A0%B9%E5%BB%B7&geo=US"
"pittsburgh weather","500+","9 de julho de 2026 às 15:40:00 UTC-3","9 de julho de 2026 às 16:40:00 UTC-3","pittsburgh weather","./explore?q=pittsburgh%20weather&geo=US"
"kamilla cardoso","1 mil+","7 de julho de 2026 às 23:40:00 UTC-3","8 de julho de 2026 às 01:00:00 UTC-3","kamilla cardoso","./explore?q=kamilla%20cardoso&geo=US"
"kellyanne conway","500+","8 de julho de 2026 às 22:30:00 UTC-3","8 de julho de 2026 às 23:30:00 UTC-3","kellyanne conway","./explore?q=kellyanne%20conway&geo=US"
"big 3 basketball","200+","12 de julho de 2026 às 18:50:00 UTC-3","12 de julho de 2026 às 19:10:00 UTC-3","big 3 basketball","./explore?q=big%203%20basketball&geo=US"
"weston wilson","200+","12 de julho de 2026 às 16:30:00 UTC-3","12 de julho de 2026 às 16:50:00 UTC-3","weston wilson","./explore?q=weston%20wilson&geo=US"
"trace gallagher","500+","8 de julho de 2026 às 00:20:00 UTC-3","8 de julho de 2026 às 01:30:00 UTC-3","trace gallagher","./explore?q=trace%20gallagher&geo=US"
"jaren jackson jr","500+","9 de julho de 2026 às 23:20:00 UTC-3","10 de julho de 2026 às 00:30:00 UTC-3","jaren jackson jr","./explore?q=jaren%20jackson%20jr&geo=US"
"vxus","500+","8 de julho de 2026 às 11:20:00 UTC-3","8 de julho de 2026 às 13:20:00 UTC-3","vxus","./explore?q=vxus&geo=US"
"eduardo rodríguez","500+","11 de julho de 2026 às 00:00:00 UTC-3","11 de julho de 2026 às 01:30:00 UTC-3","eduardo rodríguez","./explore?q=eduardo%20rodr%C3%ADguez&geo=US"
"cortis lightstick","500+","7 de julho de 2026 às 23:40:00 UTC-3","8 de julho de 2026 às 04:40:00 UTC-3","cortis lightstick","./explore?q=cortis%20lightstick&geo=US"
"chai","200+","11 de julho de 2026 às 04:10:00 UTC-3","11 de julho de 2026 às 05:10:00 UTC-3","chai","./explore?q=chai&geo=US"
"cs2 update","500+","8 de julho de 2026 às 20:10:00 UTC-3","8 de julho de 2026 às 21:20:00 UTC-3","cs2 update","./explore?q=cs2%20update&geo=US"
"zidane headbutt","500+","9 de julho de 2026 às 16:40:00 UTC-3","9 de julho de 2026 às 17:40:00 UTC-3","zidane headbutt","./explore?q=zidane%20headbutt&geo=US"
"luis rengifo","200+","11 de julho de 2026 às 00:50:00 UTC-3","11 de julho de 2026 às 01:40:00 UTC-3","luis rengifo","./explore?q=luis%20rengifo&geo=US"
"quentin tarantino","100+","12 de julho de 2026 às 03:30:00 UTC-3","12 de julho de 2026 às 04:40:00 UTC-3","quentin tarantino","./explore?q=quentin%20tarantino&geo=US"
"xrp ledger","200+","11 de julho de 2026 às 09:20:00 UTC-3","11 de julho de 2026 às 10:20:00 UTC-3","xrp ledger","./explore?q=xrp%20ledger&geo=US"
"kingston preyear","200+","10 de julho de 2026 às 17:00:00 UTC-3","10 de julho de 2026 às 18:10:00 UTC-3","kingston preyear","./explore?q=kingston%20preyear&geo=US"
"e jean carroll","1 mil+","8 de julho de 2026 às 15:50:00 UTC-3","8 de julho de 2026 às 16:40:00 UTC-3","e jean carroll,e. jean carroll","./explore?q=e%20jean%20carroll&geo=US"
"fluminense vs nova iguaçu","1 mil+","8 de julho de 2026 às 21:00:00 UTC-3","8 de julho de 2026 às 23:30:00 UTC-3","fluminense vs nova iguaçu,fluminense - nova iguaçu","./explore?q=fluminense%20vs%20nova%20igua%C3%A7u&geo=US"
"bryson dechambeau","500+","10 de julho de 2026 às 08:00:00 UTC-3","10 de julho de 2026 às 08:50:00 UTC-3","bryson dechambeau","./explore?q=bryson%20dechambeau&geo=US"
"stephen merchant","200+","10 de julho de 2026 às 19:10:00 UTC-3","10 de julho de 2026 às 20:20:00 UTC-3","stephen merchant","./explore?q=stephen%20merchant&geo=US"
"terry rozier","500+","8 de julho de 2026 às 23:20:00 UTC-3","9 de julho de 2026 às 00:30:00 UTC-3","terry rozier","./explore?q=terry%20rozier&geo=US"
"revolution","200+","8 de julho de 2026 às 05:20:00 UTC-3","8 de julho de 2026 às 08:00:00 UTC-3","revolution","./explore?q=revolution&geo=US"
"dwayne johnson","500+","7 de julho de 2026 às 09:30:00 UTC-3","7 de julho de 2026 às 10:40:00 UTC-3","dwayne johnson","./explore?q=dwayne%20johnson&geo=US"
"david ospina","1 mil+","7 de julho de 2026 às 17:40:00 UTC-3","7 de julho de 2026 às 20:20:00 UTC-3","david ospina","./explore?q=david%20ospina&geo=US"
"lausanne-sport x flamengo","500+","8 de julho de 2026 às 18:20:00 UTC-3","8 de julho de 2026 às 19:40:00 UTC-3","lausanne-sport x flamengo","./explore?q=lausanne-sport%20x%20flamengo&geo=US"
"mls","500+","9 de julho de 2026 às 18:10:00 UTC-3","9 de julho de 2026 às 21:10:00 UTC-3","mls","./explore?q=mls&geo=US"
"criminal lawyer","200+","11 de julho de 2026 às 08:10:00 UTC-3","11 de julho de 2026 às 09:00:00 UTC-3","criminal lawyer,criminal defense attorney","./explore?q=criminal%20lawyer&geo=US"
"sandra bullock","500+","9 de julho de 2026 às 22:00:00 UTC-3","9 de julho de 2026 às 23:00:00 UTC-3","sandra bullock","./explore?q=sandra%20bullock&geo=US"
